topic_id,bias_id,topic,title,source,bias,desc.
5,3,Criminal Justice - moderate,Europe plans border tax on carbon. Will others join the club?,Christian Science Monitor,moderate,"The COP26 global climate summit is, by design, about bargaining and voluntary steps, not mandates and penalties. But Europe is poised to add a tough-love..."
5,3,Criminal Justice - moderate,The Wind Turbine Failures Behind Europe's Energy Crisis Are a Warning for America,Newsweek,moderate,"The ongoing energy crisis in Europe has shown how nations will experience ""growing pains"" from a switch to renewable sources of energy including wind..."
5,3,Criminal Justice - moderate,Hundreds of port workers in Italy are striking against a new vaccine mandate,Quartz,moderate,"Italy’s new covid-19 rules went into effect on Oct. 15, prompting labor strikes and protests across the country. The mandate, one of the strictest in the world..."
5,3,Criminal Justice - moderate,Italy's Strict New Vaccine Mandate Prompts Protests,AllSides Headline Roundup,moderate,"Italy's COVID-19 vaccine mandate, believed to be among the strictest government COVID-19 mandates in the world, has been met by protests. The newest rule ..."
6,3,Education - moderate,Warehouses are overwhelmed by America's shopping spree,NPR (Online News),moderate,"Doug Kiersey has been building, buying and leasing warehouses for almost 40 years. He's never seen a time like this.

""It's completely unprecedented,"" says..."
6,3,Education - moderate,What the Ever Given Taught the World,Foreign Policy,moderate,"On March 29, after six days being stuck in the Suez Canal and blocking all other ships from sailing through the vital passage, the Ever Given was..."
6,3,Education - moderate,Biden rolls out multibillion-dollar plan to upgrade aging U.S. ports after passage of infrastructure bill,CNBC,moderate,The Biden administration outlined several initiatives on Tuesday aimed at addressing immediate supply-chain challenges and other disruptions affecting global...
6,3,Education - moderate,Tariffs to Tackle Climate Change Gain Momentum. The Idea Could Reshape Industries.,Wall Street Journal (News),moderate,"Governments in the U.S., Europe and other developed nations are embarking on a climate change experiment: using tariffs on trade to cut carbon..."
6,3,Education - moderate,U.S. and EU agree to ease metal tariffs imposed by Trump administration,CNBC,moderate,"The United States and the European Union on Saturday announced an easing of a trade dispute that started during the Trump administration.

The..."
7,3,Elections - moderate,Rigged Voting Machines? Chinese Hacking? Local Fraud? Officials Kept Digging,Newsweek,moderate,"On Monday, November 16th, Attorney General William Barr and FBI Director Christopher Wray were worried enough about Donald Trump..."
7,3,Elections - moderate,U.S. Justice Dept sues Texas over law curbing voting,Reuters,moderate,"The U.S. Justice Department filed a lawsuit against Texas on Thursday over a state law that places strict curbs on voting by mail, in the latest effort by the..."
7,3,Elections - moderate,Justice Department Sues Texas Over Voting Law,AllSides Headline Roundup,moderate,The Justice Department filed a lawsuit on Thursday alleging that Texas’ controversial voting law violates the Civil Rights Act of 1964 and the Voting Rights...
7,3,Elections - moderate,Media coverage of Tuesday’s election focuses on the dire state of Democrats,Poynter,moderate,"Doomsday for Democrats; a rebirth for Republicans.

That’s, basically, the media’s take on Tuesday’s Election Day. And that take was essentially based on two..."
7,3,Elections - moderate,U.S. Senate Democrats fail in latest bid to debate voting rights bill,Reuters,moderate,"U.S. Senate Democrats on Wednesday failed to advance voting-rights legislation for the fourth time this year due to overwhelming Republican opposition, raising..."
8,3,Environment - moderate,Electric Vehicle Tax Credits in Democratic Plan,FactCheck.org,moderate,"The House’s current Build Back Better plan calls for extending a $7,500 tax credit for the purchase of electric vehicles, and it includes an additional $4,500..."
8,3,Environment - moderate,Can Colorado Hospitals Turn Away Unvaccinated Patients?,The Dispatch Fact Check,moderate,"An article from Red Voice Media, self-described as being owned by “patriots” and fighting “false narratives against conservatives,” claims that..."
8,3,Environment - moderate,Aaron Rodgers’ Inaccurate COVID-19 Claims,FactCheck.org,moderate,"Aaron Rodgers, the star quarterback of the Green Bay Packers, made headlines when he contracted COVID-19 and then defended his decision not to get vaccinated..."
8,3,Environment - moderate,Fact Checking McAuliffe’s Claim That Youngkin Wants to Ban Books by Black Authors,The Dispatch Fact Check,moderate,The Democratic nominee in the Virginia gubernatorial race Terry McAuliffe has accused his Republican opponent Glenn Youngkin of “want[ing] to ban books by...
8,3,Environment - moderate,Biden Botches Virginia Election History,FactCheck.org,moderate,"Seeking to deflect the significance of Democrat Terry McAuliffe’s loss in the Virginia governor’s race to Republican Glenn Youngkin, President Joe Biden..."
9,3,Facts and Fact Checking - moderate,What did Trump’s 2nd impeachment accomplish?,Yahoo! The 360,moderate,Former President Donald Trump was acquitted by the Senate on Saturday of the charge that he incited the insurrection on Jan. 6. The impeachment trial ended...
9,3,Facts and Fact Checking - moderate,"Four impeachments, zero removals: Sign of cracks in Constitution?",Christian Science Monitor,moderate,"A key check on presidential power doesn’t seem to be working the way the Founding Fathers envisioned. We look where a cycle of partisanship may head.

After..."
9,3,Facts and Fact Checking - moderate,Trump Acquitted by Senate,The Flip Side,moderate,“The U.S. Senate acquitted Donald Trump on Saturday of inciting the mob that stormed the Capitol last month… The Senate voted 57-43 in favor of convicting the...
9,3,Facts and Fact Checking - moderate,GOP senators who voted to convict Trump are now facing backlash in their home states,CNBC,moderate,The seven Republican senators who joined all 50 Democrats in voting to convict former President Donald Trump of inciting the Jan. 6 riot in the Capitol are now...
9,3,Facts and Fact Checking - moderate,GOP Senators Who Voted to Convict Donald Trump Face Local Censures,Newsweek,moderate,"Republican senators who voted to convict former President Donald Trump were rebuked by GOP chapters in their states, with many local groups either censuring..."
10,3,Free Speech - moderate,Social Security Benefits to Increase 5.9% for 2022,Wall Street Journal (News),moderate,"Seniors and other Americans receiving Social Security benefits in 2022 will see the largest increase in their payments in four decades, reflecting surging..."
10,3,Free Speech - moderate,"Social Security Benefits to Increase 5.9% in 2022, Spurred by Inflation",AllSides Headline Roundup,moderate,"The Social Security cost-of-living adjustment (COLA) for 2022 will be 5.9%, the Social Security Administration announced Wednesday, marking a sharp increase..."
10,3,Free Speech - moderate,"Social Security trust funds now projected to run out of money sooner than expected due to Covid, Treasury says",CNBC,moderate,"The Social Security trust fund most Americans rely on for their retirement will run out of money in 12 years, one year sooner than expected, according to an..."
10,3,Free Speech - moderate,Biden fires Trump-appointed head of Social Security agency,Associated Press,moderate,"President Joe Biden on Friday fired the commissioner of Social Security after the official refused to resign, and Biden accepted the deputy commissioner’s..."
10,3,Free Speech - moderate,"Biden Fires Trump-Appointed Head of Social Security Andrew Saul, Saul Refuses to Leave",AllSides Headline Roundup,moderate,"On Friday President Joe Biden fired Social Security Commissioner Andrew Saul, who was appointed by former President Donald Trump. A White House statement said..."
11,3,Gun Control and Gun Rights - moderate,Biden Says Pope Told Him He Is a Good Catholic Amid Controversy Over Abortion,Wall Street Journal (News),moderate,"President Biden, after meeting Pope Francis, said the pontiff told him to continue receiving Communion, amid a controversy among U.S. church leaders ..."
11,3,Gun Control and Gun Rights - moderate,Biden Says Pope Told Him to Continue Receiving Communion,AllSides Headline Roundup,moderate,"President Joe Biden, a lifelong Roman Catholic, met with Pope Francis on Friday for the first time since his inauguration. While the Vatican canceled its live..."
11,3,Gun Control and Gun Rights - moderate,"Biden, Pope Francis Meet Amid Controversy Over Abortion",Wall Street Journal (News),moderate,"President Biden, the second Catholic president in American history, traveled to the Vatican on Friday for a meeting with Pope Francis that is expected to focus..."
11,3,Gun Control and Gun Rights - moderate,Biden's meeting with Pope Francis will be both official and deeply personal,NPR (Online News),moderate,"Ahead of President Biden's visit with Pope Francis on Friday, a question was posed in a White House briefing about whether the meeting will be ""personal or..."
11,3,Gun Control and Gun Rights - moderate,Most Americans Who Go to Religious Services Say They Would Trust Their Clergy’s Advice on COVID-19 Vaccines,Pew Research Center,moderate,"As houses of worship continue to reopen, most U.S. adults who regularly attend religious services voice confidence in their clergy to provide guidance on the..."
12,3,Healthcare - moderate,"Dr. Fauci troubled by political divide over Covid science, says it’s hampered pandemic response",CNBC,moderate,Chief White House medical advisor Dr. Anthony Fauci said in a new interview that there is a “very disconcerting” politically partisan divide over science in...
12,3,Healthcare - moderate,Can Colorado Hospitals Turn Away Unvaccinated Patients?,The Dispatch Fact Check,moderate,"An article from Red Voice Media, self-described as being owned by “patriots” and fighting “false narratives against conservatives,” claims that..."
12,3,Healthcare - moderate,Do election failures mark the end for 'defund the police'?,Yahoo! The 360,moderate,"After George Floyd was murdered by Minneapolis Police Officer Derek Chauvin in May 2020, the city became the epicenter of a nationwide movement pushing for..."
12,3,Healthcare - moderate,Media coverage of Tuesday’s election focuses on the dire state of Democrats,Poynter,moderate,"Doomsday for Democrats; a rebirth for Republicans.

That’s, basically, the media’s take on Tuesday’s Election Day. And that take was essentially based on two..."
12,3,Healthcare - moderate,Trump campaign sells 'Let's Go Brandon' T-shirts,The Hill,moderate,"The Trump campaign team sent out an email Thursday offering ""Let's Go Brandon"" T-shirts in return for any campaign donation of $45 or more. 

The..."
13,3,Immigration - moderate,COVID-19 Update: Almost Every Case Worldwide Emerges From Delta Strain,International Business Times,moderate,"First detected in India in late 2020, the COVID-19 variant known as Delta now accounts for almost every infection globally, the World Health Organization..."
13,3,Immigration - moderate,Pfizer agrees to let other companies make its COVID-19 pill,Associated Press,moderate,"Drugmaker Pfizer Inc. has signed a deal with a U.N.-backed group to allow other manufacturers to make its experimental COVID-19 pill, a move that could make..."
13,3,Immigration - moderate,Pfizer to Allow Generic Drugmakers to Manufacture COVID-19 Antiviral Pill,AllSides Headline Roundup,moderate,Pharmaceutical company Pfizer announced Tuesday that it would allow generic drug companies around the world to produce its COVID-19 antiviral pill by granting...
13,3,Immigration - moderate,8 lingering questions about the new Covid pills from Merck and Pfizer,STAT,moderate,The past two months have brought extremely good news in the fight against Covid-19. Two different oral treatments have proved effective at both preventing...
13,3,Immigration - moderate,"Dr. Fauci troubled by political divide over Covid science, says it’s hampered pandemic response",CNBC,moderate,Chief White House medical advisor Dr. Anthony Fauci said in a new interview that there is a “very disconcerting” politically partisan divide over science in...
14,3,Inequality - moderate,Republicans introduce bill to decriminalize marijuana,Axios,moderate,"Rep. Nancy Mace (R-S.C.) introduced legislation Monday to federally decriminalize and tax marijuana, an alternative to Democratic-led attempts to..."
14,3,Inequality - moderate,South Carolina Republican Introduces Bill to Federally Decriminalize Marijuana,AllSides Headline Roundup,moderate,"On Monday, Rep. Nancy Mace (R-S.C.) introduced a bill that would federally decriminalize marijuana. The proposal, titled the States Reform Act, would remove..."
14,3,Inequality - moderate,Nearly Half of U.S. Adults Have Tried Marijuana,Gallup,moderate,"The percentage of U.S. adults who say they have tried marijuana has ticked up to 49%, the highest Gallup has measured to date. More than 50 years ago, just 4%..."
14,3,Inequality - moderate,Pot legalization in the U.S. seems both inevitable and impossible,Yahoo! The 360,moderate,"Some top Democrats in the Senate, led by Majority Leader Chuck Schumer, unveiled a proposal earlier this month to end the federal prohibition of marijuana..."
14,3,Inequality - moderate,Senate Democrats unveil bill to decriminalize marijuana,The Hill,moderate,"Senate Democrats unveiled a bill on Wednesday to decriminalize marijuana at the federal level.

Senate Majority Leader Charles Schumer (D-N.Y..."
15,3,LGBT Rights - moderate,"Women are our climate leaders, but at COP26 they're struggling to be heard",CNET,moderate,"On the final day of the United Nation's COP26 climate summit, delegates who identify as part of the climate justice movement staged a..."
15,3,LGBT Rights - moderate,"At COP26, World Governments Agree to Strengthen Emissions Pledges but Questions Loom",Wall Street Journal (News),moderate,"More than 190 nations reached a deal at the United Nations summit here that aims to accelerate greenhouse-gas-emissions cuts across the world, but..."
15,3,LGBT Rights - moderate,COP26 Summit Ends With Glasgow Climate Pact To Reduce Fossil Fuel Use,AllSides Headline Roundup,moderate,"After nearly two weeks of discussions, leaders from nearly 200 countries reached an agreement Saturday at the COP26 climate summit to significantly reduce..."
15,3,LGBT Rights - moderate,The future of the big new climate coalitions,Axios,moderate,Some of the most headline-grabbing initiatives to emerge from COP26 come with big questions about how — and if — they'll make the journey from...
15,3,LGBT Rights - moderate,U.S. and China unveil deal to ramp up cooperation on climate change,Reuters,moderate,"The United States and China, the world's two largest emitters of carbon dioxide, unveiled a deal to ramp up cooperation tackling climate change, including by..."
16,3,Media Bias - moderate,Is civics education a ‘right’? Rhode Island case tests theory.,Christian Science Monitor,moderate,"An educated society is vital to democracy, but are schools obligated to teach students how government works? And who should decide that, the states or the..."
16,3,Media Bias - moderate,Economics 101: More college classes bring moral debates to the surface,Christian Science Monitor,moderate,Professors have often presented economics as the realm of rational people making efficient choices. Now many are highlighting the ethical questions behind the...
16,3,Media Bias - moderate,"COMIC: If history is a guide, schools will start requiring COVID vaccines",NPR (Online News),moderate,"The first time kids had to get a vaccine to go to school was more than 200 years ago. The disease? Smallpox.

For the past four decades, all 50 U.S...."
16,3,Media Bias - moderate,Why education was a top voter priority this election,NPR (Online News),moderate,"It touches most every household in the United States, whether as taxpayers or as parents, but come Election Day, education rarely makes it to the top of voter..."
16,3,Media Bias - moderate,"Glenn Youngkin targets education in Virginia Gov. race, says he'd ban CRT",Newsweek,moderate,"Glenn Youngkin, the Republican candidate for Virginia governor, has said he would ban critical race theory in schools on his first day in office.

Youngkin..."
17,3,Middle East - moderate,Retail sales rise faster than expected in October even as inflation pushes prices higher,CNBC,moderate,"U.S. shoppers accelerated their level of spending in October even as the prices of goods jumped at their fastest pace since the 1990s, the Commerce Department..."
17,3,Middle East - moderate,"Despite Inflation, Retail Sales Jump More Than Expected",AllSides Headline Roundup,moderate,"Retail sales rose 1.7% in October amid record-breaking inflation and a supply chain crisis, according to Commerce Department data released Thursday.
Economic..."
17,3,Middle East - moderate,"What Is the Meaning of Veterans Day? History, Difference From Memorial Day",Newsweek,moderate,"Veterans Day is intended to honor all the people who served in the American armed forces, both those who are alive and those who died, although it's largely..."
17,3,Middle East - moderate,Perspectives: Veterans Day 2021,AllSides Headline Roundup,moderate,"Happy Veterans Day from AllSides! 
The holiday, which was originally known at Armistice Day, was originally established to commemorate the end of World War I...."
17,3,Middle East - moderate,Panic ordering by retailers is making the supply chain crisis ‘even worse’,CNBC,moderate,"Retailers and manufacturers are overordering or placing orders too early amid panic over the massive supply chain crisis, and that’s making things much worse,..."
18,3,Polarization - moderate,"Trusting science leaves people vulnerable to believing pseudoscience, new research finds",Nieman Lab,moderate,"People who trust science are more likely to be duped into believing and disseminating pseudoscience, finds a new paper in the Journal of Experimental..."
18,3,Polarization - moderate,‘Facebook isn’t killing people’ — Biden walks back attack over vaccine lies,CNBC,moderate,"President Joe Biden walked back some of his criticism of Facebook, saying Monday he meant to accuse a dozen users, but not the social media..."
18,3,Polarization - moderate,"Perspectives: Biden Says Facebook Isn't 'Killing People', Urges Platform to Combat False Information",AllSides Headline Roundup,moderate,"On Monday, President Joe Biden said that certain Facebook users were responsible for the spread of false COVID-19 information and called on the social media..."
18,3,Polarization - moderate,She was an intelligence analyst at the CIA. Now she writes about the dangers of ‘fake news.’,Poynter,moderate,"As an intelligence analyst at the CIA, Cindy Otis was trained to assess how our country’s foreign adversaries deploy divisive rumors, destructive..."
18,3,Polarization - moderate,Coalition calls on Biden to form disinformation task force,Axios,moderate,A coalition of groups is calling on President Biden to create a task force that can explore ways to crack down on deliberate disinformation campaigns in ways...
19,3,Race and Racism - moderate,Texas House votes to ban transgender girls from sports,Reuters,moderate,The Texas House of Representatives passed a bill that bans transgender women and girls from participating in school sports after three previous attempts failed...
19,3,Race and Racism - moderate,Jon Gruden,The Flip Side,moderate,“Jon Gruden stepped down Monday as the coach of the Las Vegas Raiders football team hours after The New York Times detailed emails in which he had made...
19,3,Race and Racism - moderate,US Gymnasts Criticize FBI's Investigation of Larry Nassar at Senate Hearing,AllSides Headline Roundup,moderate,"Four top U.S. gymnasts testified before the Senate Judiciary Committee on Wednesday about the FBI’s investigation of former national team doctor Larry Nassar,..."
19,3,Race and Racism - moderate,NFL says it would welcome vaccine mandate for players following small Covid outbreak,CNBC,moderate,"There’s just over a week left before the National Football League’s new season begins, and its already bickering with the players’ union over Covid guidelines..."
19,3,Race and Racism - moderate,I’m a Trans Runner Struggling to Compete Fairly,Guest Writer - Center,moderate,"In the highly politicized debate over whether transgender women should be allowed to play women’s sports, opinions tend to divide into two starkly opposing..."
20,3,Religion and Faith - moderate,Leaks Fuel Continued Scrutiny of Facebook From Across the Spectrum,AllSides Headline Roundup,moderate,Thousands of leaked internal Facebook documents continue to fuel news reports about the company and its alleged neglect of the platform's negative effects on...
20,3,Religion and Faith - moderate,Facebook Whistleblower’s Testimony Builds Momentum for Tougher Tech Laws,Wall Street Journal (News),moderate,Former Facebook Inc. employee Frances Haugen detailed to a Senate panel Tuesday the internal documents she gathered showing a range of...
20,3,Religion and Faith - moderate,Whistleblower Says Facebook Puts 'Profits Before People' at Senate Hearing,AllSides Headline Roundup,moderate,"Facebook whistleblower Frances Haugen testified to the Senate Commerce Subcommittee on Consumer Protection on Tuesday, telling senators that “Facebook's..."
20,3,Religion and Faith - moderate,Pandora Papers: World leaders deny wrongdoing after leaks,BBC News,moderate,"Several world leaders have denied wrongdoing after featuring in a huge leak of financial documents from offshore companies.

Dubbed the Pandora Papers, the..."
20,3,Religion and Faith - moderate,America’s Collapsing Meritocracy Is a Recipe for Revolt,Foreign Policy,moderate,TikTok star Addison Rae caused a sensation on social media last week for something other than her dance moves. Rae posted a tweet that included a...
21,3,Role of Government - moderate,8 lingering questions about the new Covid pills from Merck and Pfizer,STAT,moderate,The past two months have brought extremely good news in the fight against Covid-19. Two different oral treatments have proved effective at both preventing...
21,3,Role of Government - moderate,"Dr. Fauci troubled by political divide over Covid science, says it’s hampered pandemic response",CNBC,moderate,Chief White House medical advisor Dr. Anthony Fauci said in a new interview that there is a “very disconcerting” politically partisan divide over science in...
21,3,Role of Government - moderate,Should an 11-Year-Old Wait to Get the Bigger Covid-19 Vaccine Dose?,Wall Street Journal (News),moderate,"When Rachel Adams-Kaplan heard that the Covid-19 vaccines would soon be available for her children, she knew she would get her 7-year-old son vaccinated right..."
21,3,Role of Government - moderate,Johnson & Johnson Plans to Split Into Two Public Companies,Wall Street Journal (News),moderate,"Johnson & Johnson JNJ 1.73% plans to break up into two companies, splitting off the $15-billion-a-year division that sells Band-..."
21,3,Role of Government - moderate,Perspectives: Parents Divided on Vaccinating Kids,AllSides Headline Roundup,moderate,"With the recent federal authorization of Pfizer's kid-size COVID-19 vaccine, parents are considering public health, safety, science and other factors while..."
22,3,Taxes - moderate,Appeals court temporarily blocks archives from handing Trump records to Jan. 6 committee,The Hill,moderate,A federal appeals court on Thursday intervened to temporarily block the National Archives from handing over Trump administration records to the House...
22,3,Taxes - moderate,Appeals Court Temporarily Blocks Jan. 6 Committee's Request for Trump Records,AllSides Headline Roundup,moderate,A federal appeals court granted former President Donald Trump's request Thursday to temporarily block the National Archives from sending his White House...
22,3,Taxes - moderate,Defense rests its case at murder trial of Kyle Rittenhouse,Associated Press,moderate,"The defense rested its case Thursday at the murder trial of Kyle Rittenhouse, setting the stage for closing arguments in the shootings that left Americans..."
22,3,Taxes - moderate,Rittenhouse: ‘I didn’t do anything wrong. I defended myself’,Associated Press,moderate,Kyle Rittenhouse testified Wednesday he was under attack when he killed two men and wounded a third with his rifle during a chaotic night of protests in...
22,3,Taxes - moderate,Rittenhouse Takes the Stand in Own Murder Trial,AllSides Headline Roundup,moderate,"Eighteen-year old Kyle Rittenhouse, who is standing trial on homicide charges stemming from protests and violence in Wisconsin last summer, took the stand in..."
23,3,Trade - moderate,"U.S. airstrike kills senior al-Qaeda leader in Syria, DOD says",Axios,moderate,"A U.S. airstrike in northwest Syria on Friday killed senior al-Qaeda leader Abdul Hamid al-Matar, U.S. Central Command said in a statement.

Why it..."
23,3,Trade - moderate,Sir David Amess: Conservative MP stabbed to death,BBC News,moderate,"Conservative MP Sir David Amess has died after being stabbed multiple times at his constituency surgery in Essex.

Police said a 25-year-old man was arrested..."
23,3,Trade - moderate,Stabbing of British Lawmaker Investigated as Possible Terrorist Attack,AllSides Headline Roundup,moderate,"British counterterrorism officers are reportedly leading the investigation into the Friday morning stabbing of David Amess, a Conservative Party member of the..."
23,3,Trade - moderate,The Taliban’s Sharia Is the Most Brutal of All,Foreign Policy,moderate,"Late last month, the Taliban killed four men and hung their dead bodies in public squares in the northwestern Afghan city of Herat. One lifeless corpse dangled..."
23,3,Trade - moderate,Afghanistan: Deadly attack hits Kunduz mosque during Friday prayers,BBC News,moderate,"A suicide bomb attack on a mosque in the Afghan city of Kunduz has killed at least 50 people, officials say, in the deadliest assault since US forces left...."
24,3,Voting Rights and Voter Fraud - moderate,Houston Fire Department logs reveal how little control authorities had of the crowd chaos at Astroworld,Insider,moderate,Handwritten logs from the Houston Fire Department reveal how little control authorities and security personnel had of the crowd chaos throughout Travis...
24,3,Voting Rights and Voter Fraud - moderate,Travis Scott Now Faces 14 Lawsuits Connected to 8 Deaths At Astroworld Performance,Newsweek,moderate,Rapper Travis Scott is facing multiple lawsuits in connection to the deadly crowd incident that claimed eight lives and injured hundreds more during Scott's...
24,3,Voting Rights and Voter Fraud - moderate,First Lawsuits Filed After Travis Scott Concert Leaves 8 Dead,AllSides Headline Roundup,moderate,Rapper Travis Scott and organizers of the Astroworld Music Festival are facing a series of lawsuits after a deadly crowd incident on Friday killed eight people...
24,3,Voting Rights and Voter Fraud - moderate,"Dwayne Johnson Pledges to Stop Using Real Guns on His Productions, Following ‘Rust’ Tragedy",Variety,moderate,"Dwayne Johnson’s new movie for Netflix, “Red Notice,” stars three of the biggest celebrities on the planet — Johnson, Ryan Reynolds and Gal Gadot — and is one..."
24,3,Voting Rights and Voter Fraud - moderate,Protesters Gather at Netflix Office Amid Controversy Over Dave Chappelle Special,Wall Street Journal (News),moderate,A group of protesters gathered outside one of Netflix Inc.’s NFLX -2.17% Los Angeles offices Wednesday to express anger over the...
26,3,SEARCH FOR ANY ISSUE - moderate,White House Press Secretary Jen Psaki defended Kamala Harris after a report about 'exasperation and dysfunction' in the vice president's office,Insider,moderate,"White House Press Secretary Jen Psaki tweeted in defense of Vice President Kamala Harris hours after a critical report alleged ""exasperation and dysfunction""..."
26,3,SEARCH FOR ANY ISSUE - moderate,West Wing Reportedly Frustrated with VP Harris,AllSides Headline Roundup,moderate,Reports across the spectrum have detailed frustration within the White House over purported dysfunction with Vice President Kamala Harris and her team....
26,3,SEARCH FOR ANY ISSUE - moderate,White House unveils effort to address military toxic exposures,Axios,moderate,"The White House on Thursday announced a new strategy to identify and treat health issues in veterans who may have been exposed to chemical, physical..."
26,3,SEARCH FOR ANY ISSUE - moderate,"Biden Denies Plan For $450,000 Payments To Separated Families: 'Not Gonna Happen'",Forbes,moderate,President Joe Biden dismissed a “garbage” Wall Street Journal report from last week that alleged his administration was considering paying about...
26,3,SEARCH FOR ANY ISSUE - moderate,"Biden Dismisses Idea Of Paying $450,000 To Immigrant Families Separated At Border",AllSides Headline Roundup,moderate,President Joe Biden on Wednesday dismissed a report from The Wall Street Journal that suggested his administration is considering paying immigrant families who...
27,3,Abortion - moderate,"China Likely to Have ‘At Least’ 1,000 Nukes by 2030, Pentagon Estimates",Defense One,moderate,A new report says China’s nuclear arsenal is likely to be far bigger than the Pentagon predicted last year—the latest sign of what Joint Chiefs Chairman Gen....
27,3,Abortion - moderate,Milley Calls China's Hypersonic Missile Test 'Very Close' to 'Sputnik Moment',AllSides Headline Roundup,moderate,Chairman of the Joint Chiefs of Staff Gen. Mark Milley said Wednesday that China’s recent successful test of a hypersonic missile was “very close” to a “...
