topic_id,bias_id,topic,title,source,bias,desc.
8,5,Environment- Right,Democrat Cindy Axne Falsely Claims Biden’s $1.75T Agenda Will Cost Iowans ‘Literally Nothing’,Breitbart Fact Check, Right,"CLAIM: Democrat Rep. Cindy Axne (D-IA) claimed last week that President Joe Biden’s Build Back Better agenda will cost Iowans “literally nothing.”

VERDICT:..."
8,5,Environment- Right,For Whom Do the Covid “Fact Checkers” Really Work?,Brownstone Institute, Right,"There are two types of COVID19 survivors— those who have documented recovery from sars-cov-2 (either PCR, antigen or serology + tests) or those who have self-..."
8,4,Environment- Lean Right,Beware People Trying to Dismiss Jack Dorsey's Inflation Analysis as Disinformation,Reason, Lean Right,"I hope you squirreled away that cool 16 cents you saved on your Fourth of July barbeque this year. Across the board, prices seem to be going up..."
8,4,Environment- Lean Right,Journalist Butchery of School Board Protests Upending Politics in Virginia and Elsewhere,Reason, Lean Right,The media pile-on atop Sen. Ted Cruz (R–Texas) for his comments Wednesday characterizing mock Nazi salutes at school board meetings as First...
9,5,Facts and Fact Checking- Right,Joe Biden Has Been Derelict In His Duty. He Is Unfit To Lead. He Should Be Impeached,The Federalist, Right,"The deadly attacks in Afghanistan should be the final straw for Biden, whose incompetence has now cost the lives of at least a dozen American soldiers.

Joe..."
9,4,Facts and Fact Checking- Lean Right,Marjorie Taylor Greene Says She'll Submit Impeachment Documents Against Biden,Newsmax (News), Lean Right,"Rep. Marjorie Taylor Greene says she will submit articles of impeachment against President Joe Biden on Friday.

The Georgia Republican's announcement..."
9,5,Facts and Fact Checking- Right,4 Factors to Watch in Cuomo Impeachment Probe,The Daily Signal, Right,"The Democrat-controlled New York State Assembly appears poised to move forward with impeachment proceedings against Gov. Andrew Cuomo, a fellow Democrat, after..."
9,4,Facts and Fact Checking- Lean Right,Trump launches Republican civil war with attack on 'hack' McConnell,Washington Examiner, Lean Right,Former President Donald Trump threatened an all-out civil war inside the Republican Party as he blamed Senate Minority Leader Mitch McConnell for election...
9,4,Facts and Fact Checking- Lean Right,Impeachment Based on Political Differences Becoming the Norm: Lindsey Graham,The Epoch Times, Lean Right,"Sen. Lindsey Graham (R-S.C.), the ranking member on the Senate Judiciary Committee, said that impeachments based on partisan differences appear to be becoming..."
10,4,Free Speech- Lean Right,Social Security payments to jump most in 39 years as inflation surges,Fox Business, Lean Right,"Millions of retirees and other Americans receiving Social Security benefits in 2022 are set to receive the biggest payment increase in four decades,..."
10,5,Free Speech- Right,"Biden fires Social Security Commissioner Andrew Saul, who says he isn't leaving",Fox News (Online News), Right,President Biden fired Social Security Commissioner Andrew Saul on Friday amid an ongoing dispute over his leadership of the independent agency...
10,4,Free Speech- Lean Right,"Coronavirus etiquette: Your guide to work, friends, food shopping and more",New York Post (News), Lean Right,"New Yorkers aren’t known for their politeness at the best of times. And Miss Manners definitely never prepped this city for a pandemic.

During lockdown,..."
10,4,Free Speech- Lean Right,Proposed Social Security disability changes could cut off disabled recipients,Pittsburgh Post-Gazette, Lean Right,"A proposed change to federal disability assistance would result in millions of more case reviews, likely cutting off many disabled recipients, if the changes..."
10,5,Free Speech- Right,The Red-Flag Warning on Your Social Security Statement,National Review, Right,"Sadly, America’s forthcoming “economic tsunami” is so predictable that our government issues an annual warning forecasting the year when — absent real reform..."
11,4,Gun Control and Gun Rights- Lean Right,Taxonomy Of Woke Religion,The American Conservative, Lean Right,Here’s a Shellenberger essay explaining why wokeism is a religion. He begins by pointing out how the devoutly woke believe things that are demonstrably...
11,5,Gun Control and Gun Rights- Right,How Getting Fired For His Beliefs Became A Huge Opportunity For My Husband And Our Family Canceling,The Federalist, Right,Canceling conservatives is not silencing or cowing them. It is driving Christians to consider the connections between their faith and their money and jobs...
11,5,Gun Control and Gun Rights- Right,Biden’s Visit to the Vatican,The American Spectator, Right,"In the days of John F. Kennedy, the Democrats emphasized their political distance from the pope. Kennedy promised Americans that he would never let the pope..."
11,4,Gun Control and Gun Rights- Lean Right,"Biden gives bizarre answer on abortion after meeting with pope, says Francis 'happy' he's a 'good Catholic'",Washington Examiner, Lean Right,President Joe Biden delivered a perplexing answer Friday about whether he and Pope Francis discussed abortion during their 90-minute meeting at the...
11,4,Gun Control and Gun Rights- Lean Right,Vatican Cardinal Mueller Calls for Exemptions on Vaccines,Newsmax (News), Lean Right,"Christians should be allowed to follow their conscience and opt out of vaccine mandates, especially in cases where aborted fetal tissue may have been part of..."
12,5,Healthcare- Right,Free-Speech Entrepreneurs,City Journal, Right,"When video-sharing platform Rumble announced in August that it had struck deals with such prominent figures as Glenn Greenwald and Tulsi Gabbard, it marked a..."
12,5,Healthcare- Right,"The Revolutionary Power of ‘Let’s Go, Brandon!’",Breitbart News, Right,"For very good reason, the media and Democrats feel threatened and terrified by the “Let’s go, Brandon!” chant, which is why we must never stop saying it.

If..."
12,4,Healthcare- Lean Right,Journalist Butchery of School Board Protests Upending Politics in Virginia and Elsewhere,Reason, Lean Right,The media pile-on atop Sen. Ted Cruz (R–Texas) for his comments Wednesday characterizing mock Nazi salutes at school board meetings as First...
12,5,Healthcare- Right,Minnesota Surgeon Fired After Speaking Out At School Board Meeting Against Mask Mandates,The Daily Caller, Right,A Minnesota surgeon was terminated after speaking at a public school board meeting where he called for the district to allow parents to decide whether their...
12,5,Healthcare- Right,Anarchy Reigns in Portland,The Daily Signal, Right,"Immediately upon taking office, President Joe Biden removed President Donald Trump’s designation of Portland, Oregon, as a jurisdiction in..."
13,4,Immigration- Lean Right,CDC: No Record of Naturally Immune Transmitting COVID-19,The Epoch Times, Lean Right,The Centers for Disease Control and Prevention (CDC) says that it has no record of people who are naturally immune transmitting the virus that causes COVID-19...
13,5,Immigration- Right,Pfizer Announces Deal To Provide COVID Pill To Low-Income Countries,The Daily Wire, Right,"In an agreement announced on Tuesday, Pfizer will permit its COVID-19 pill treatment to be manufactured and sold in countries that might not be able to..."
13,5,Immigration- Right,How COVID Lockdowns Handed Global Warming Extremists The Tools To Crush Freedom,The Federalist, Right,"We’ve rolled out the blueprint for a society that is nominally free, but willing to throw freedom away in a crisis.

The Glasgow Climate Conference wrapped..."
13,4,Immigration- Lean Right,Why COVID-19 is spiking in highly vaccinated states,Deseret News, Lean Right,"The coronavirus pandemic is still going. And as we head into the winter months, there are a number of questions about what might happen in states..."
13,4,Immigration- Lean Right,Jobs vs. jabs: Federal court upholds stay on Biden’s ‘sledgehammer’ vaccine mandate,Deseret News, Lean Right,"A federal appeals court late Friday upheld its stay of the Biden administration’s vaccine mandate for larger businesses, saying it leaves workers with a choice..."
14,5,Inequality- Right,Republican-Backed Bill Would Decriminalize Marijuana,The Daily Caller, Right,"South Carolina Republican Rep. Nancy Mace introduced a bill Monday that would decriminalize marijuana nationwide.

The bill, titled the States Reform Act,..."
14,4,Inequality- Lean Right,"Marijuana Arrests Plunged Last Year, Reflecting the Impact of Legalization",Reason, Lean Right,"Last year, according to data the FBI published this week, police in the United States made about 350,000 arrests for marijuana offenses, the lowest..."
14,4,Inequality- Lean Right,Chuck Schumer Says He Wants To Legalize Marijuana. His Bill Suggests Otherwise.,Reason, Lean Right,Senate Majority Leader Chuck Schumer (D–N.Y.) reportedly has been working for months to generate bipartisan support in his chamber for repealing the...
14,5,Inequality- Right,AOC says Olympic ban on marijuana is 'instrument' of racism following Black track star's suspension,Fox News (Online News), Right,"New York Democrat Rep. Alexandria Ocasio-Cortez claimed Friday the rule barring marijuana use during the Olympic races was an ""instrument..."
14,5,Inequality- Right,"Amazon Announces End To Marijuana Testing, Vows To ‘Actively’ Push For Federal Legalization, Expunging Criminal Records",The Daily Wire, Right,"On Tuesday, Amazon announced that they would be updating their drug testing policy, and will no longer be including marijuana as part of their drug screening..."
15,5,LGBT Rights- Right,How COVID Lockdowns Handed Global Warming Extremists The Tools To Crush Freedom,The Federalist, Right,"We’ve rolled out the blueprint for a society that is nominally free, but willing to throw freedom away in a crisis.

The Glasgow Climate Conference wrapped..."
15,5,LGBT Rights- Right,"World Leaders Reach Climate Deal At COP26, US And China Agree To Collaborate",The Daily Caller, Right,"World leaders have reached a deal at the United Nations Climate Change Conference (COP26) in Glasgow, Scotland to help combat the effects of climate change..."
15,4,LGBT Rights- Lean Right,Biden's environmentalism is pummeling the nation,Washington Examiner, Lean Right,"President Joe Biden inherited a great gift from the Trump administration: energy independence.

The benefits cannot be overstated: Cheap, reliable energy is..."
15,4,LGBT Rights- Lean Right,Biden admits US emissions were lowered during Trump years despite pulling out of Paris Accords,The Post Millennial, Lean Right,"As President Joe Biden restated his administration's commitment to the Paris Climate Accords, he had to admit that even after President Trump pulled the US..."
15,5,LGBT Rights- Right,Biden Moves to Wreck U.S. Oil Industry,National Review, Right,"the Biden administration is escalating its war against the American oil industry.

According to an article in the November 2, 2021, Wall Street..."
16,5,Media Bias- Right,Rep. Jim Jordan: Email Shows FBI Using ‘Counterterrorism Tools’ Against ‘Concerned Parents’,The Daily Signal, Right,"The top Republican on the House Judiciary Committee is asking Attorney General Merrick Garland about his October testimony to that same committee,..."
16,4,Media Bias- Lean Right,Texas Gov. Abbott Calls for Probe Into 'Availability of Pornography' in Schools,Newsmax (News), Lean Right,"Gov. Greg Abbott, R-Texas, has called for an investigation into criminal activity due to the availability of pornographic content in the state’s public schools..."
16,4,Media Bias- Lean Right,"Critical race theory pervasive in Virginia teacher training materials, contrary to Democratic claims",Washington Examiner, Lean Right,"Teacher training materials in Virginia provide instructions for incorporating critical race theory into the classroom, and the state's education department..."
16,4,Media Bias- Lean Right,"Eric Adams says he wants to end NYC’s school mask mandate, calls himself ‘conservative’ on crime",New York Post (News), Lean Right,Mayor-elect Eric Adams took to the airwaves Sunday and declared he wants to nix mask mandates in the classroom and called himself “conservative” on public...
16,5,Media Bias- Right,Virginia Upset Brewing? McAuliffe Missteps Give Youngkin an Opening in Election Day’s Marquee Race,National Review, Right,All eyes are on Virginia this election day as a last-minute surge in the polls for Republican gubernatorial candidate Glenn Youngkin has his party...
17,4,Middle East- Lean Right,Retail sales accelerate as supply chain crisis causes earlier start to holiday shopping season,Fox Business, Lean Right,Consumer spending accelerated in October as shoppers kicked off the holiday shopping season earlier than usual due to the supply chain bottlenecks. ...
17,5,Middle East- Right,"On Veterans Day, honor those who served and focus on what unites us",Fox News (Opinion), Right,"As we salute all American veterans on this special day, we must not forget that freedom is not free. Veterans Day is a day to honor and respect..."
17,4,Middle East- Lean Right,Can Halloween survive the war on holidays?,Deseret News, Lean Right,"First came the war on Christmas, then the war on Columbus Day. Could Halloween be next?

It’s already happening in some school districts, where..."
17,4,Middle East- Lean Right,White House Orders Temporary Lift in Cargo Weight Capacity for Trucks,The Epoch Times, Lean Right,"President Joe Biden plans to sign an executive order to temporarily lift weight limits so trucks can carry more cargo, White House Press Secretary..."
17,4,Middle East- Lean Right,CDC releases COVID travel guidance for holiday season,New York Post (News), Lean Right,"The unvaccinated are on the CDC’s holiday travel naughty list.

The Centers for Disease Control and Prevention released new guidance ahead of the..."
18,5,Polarization- Right,"I Interviewed Trump For 5 Hours. Here’s What He Told Me About ‘Stupid F—er’ McConnell, McCarthy’s Bromance With Luntz, And The Fake News That Bothered Him The Most",The Federalist, Right,"“I don’t like her … and I don’t like me.”

Former President Donald Trump was looking at a photo of the two of us that his assistant had just taken on my..."
18,5,Polarization- Right,Viral video accuses police officer of 'planting evidence.' Then police chief fires back with bodycam footage.,TheBlaze.com, Right,Activists on social media sent alleged a viral video showed a Wisconsin police officer planting evidence inside a vehicle during a traffic stop last Wednesday...
18,5,Polarization- Right,Democrats’ Definition Of ‘Misinformation’ Is Whatever Hurts Them Politically Today,The Federalist, Right,"Facebook is killing people, misinformation is rampant, and the only people who can save us from ourselves are the all-wise executives at 1600 Pennsylvania..."
18,4,Polarization- Lean Right,The Government Should Stop Telling Facebook To Suppress COVID-19 'Misinformation',Reason, Lean Right,"The federal government is stepping up its effort to purge the internet of COVID-19 ""misinformation."" On Thursday, White House Press Secretary Jen Psaki singled..."
18,4,Polarization- Lean Right,Experts Warn Accurate News Articles Are Misinformation if They Support Conservative Views,Reason, Lean Right,"Political bias is not new to journalism, either in the United States or anywhere else in the world. But check out how NPR discusses the conservative..."
19,5,Race and Racism- Right,Biden calls Satchel Paige 'the great negro' in latest gaffe,Fox News (Online News), Right,"President Biden referred to the late baseball player Satchel Paige as ""the great negro"" before correcting himself during his Veterans Day address at..."
19,5,Race and Racism- Right,"Courage: NBA Player Intensifies Criticism of China, Calls Out Nike and LeBron",Townhall, Right,"One may not agree with Boston Celtics Center Enes Kanter on every aspect of his activism, but it's hard not to respect the hell out of the moral stand he's..."
19,4,Race and Racism- Lean Right,Football And America’s Religion,The American Conservative, Lean Right,Last night the Las Vegas Raiders forced out legendary football coach Jon Gruden after a slew of his private emails containing “homophobic” and “...
19,4,Race and Racism- Lean Right,Nets ban Kyrie Irving from team until he’s vaccinated,New York Post (News), Lean Right,"Brooklyn has told Kyrie Irving he can’t be a part-time Net.

The All-Star point guard has refused to get a COVID-19 vaccine, and the Nets announced..."
19,5,Race and Racism- Right,"Forcing Women To Compete Against Biological Men Is Unfair, Data Shows",The Daily Caller, Right,"While some Democrats have spent months throwing tantrums over letting biological men play on women’s sports teams, new studies show transgender women do have..."
20,4,Religion and Faith- Lean Right,Facebook whistleblower Frances Haugen blasts tech giant on Capitol Hill,New York Post (News), Lean Right,"Facebook is a national security risk and unsafe for children — and lawmakers had better do something about it, fast.

That was the urgent plea from..."
20,4,Religion and Faith- Lean Right,"After $1.9 Trillion Spending Hike, Biden Is Planning $3 Trillion in New Spending",Reason, Lean Right,"It's been a whole 11 days since President Joe Biden signed a $1.9 trillion spending bill, so naturally the White House is already planning the next, even..."
20,4,Religion and Faith- Lean Right,It's not 'Covid relief' if they want to make it permanent,Washington Examiner, Lean Right,It's not 'Covid relief' if they want to make it permanent. Back in the campaign for Georgia's two Senate seats -- the fight for control of the Senate --...
20,4,Religion and Faith- Lean Right,Biden's 'Rescue Plan' Will Sic the IRS on Anyone Who Earns $600 in the Gig Economy,Reason, Lean Right,"Uber drivers, Etsy sellers, and others who earn income through the gig economy could get a nasty surprise from the $1.9 trillion emergency spending bill signed..."
20,5,Religion and Faith- Right,"Biden-Trudeau ‘Roadmap’ Commits to Fight ‘Systemic Racism,’ Climate Change; Excludes Keystone XL",Breitbart News, Right,U.S. President Joe Biden and Canadian Prime Minister Justin Trudeau released a “Roadmap for a Renewed U.S.-Canada Partnership” on Tuesday that commits to fight...
21,4,Role of Government- Lean Right,Dr. Scott Gottlieb reveals the end of the pandemic is near,Deseret News, Lean Right,"The United States might be nearing the end of the pandemic phase of the coronavirus outbreak, Dr. Scott Gottlieb said over the weekend.

Gottlieb,..."
21,4,Role of Government- Lean Right,Effectiveness of 2 of 3 COVID-19 Vaccines Used in US Drops Below 50 Percent After 6 Months: Study,The Epoch Times, Lean Right,"The effectiveness of the three COVID-19 vaccines available in the United States has declined in recent months, with protection against infection falling under..."
21,4,Role of Government- Lean Right,UK Becomes First to Approve Antiviral Home Pill for COVID-19,The Epoch Times, Lean Right,"Britain has become the first country to approve an antiviral COVID-19 treatment that can be taken as a pill at home.

The UK ..."
21,4,Role of Government- Lean Right,Researchers Call for Halt on COVID-19 Vaccines for Pregnant Women After Re-analysis of CDC Study,The Epoch Times, Lean Right,Two researchers say countries should halt the administration of COVID-19 vaccines to pregnant and breastfeeding women after re-analyzing a study performed by...
21,4,Role of Government- Lean Right,"Recordings Reveal Lockstep COVID-19 Protocols, Patient Isolation by Hospitals",The Epoch Times, Lean Right,"Attorneys, medical doctors, and family members of COVID-19 victims have described and offered recordings of what the Truth for Health Foundation..."
22,5,Taxes- Right,Rep. Jim Jordan: Email Shows FBI Using ‘Counterterrorism Tools’ Against ‘Concerned Parents’,The Daily Signal, Right,"The top Republican on the House Judiciary Committee is asking Attorney General Merrick Garland about his October testimony to that same committee,..."
22,5,Taxes- Right,"Ghislaine Maxwell speaks from behind bars for the first time in the Mail on Sunday: Heiress tells how 'creepy' guards have forced her to stop taking showers, rats live in her cell and why she has no hope of a fair trial",Daily Mail, Right,Ghislaine Maxwell has spoken from behind bars to claim she's been forced to stop taking showers because of the 'creepy guards' who stand and stare at her...
22,5,Taxes- Right,Appeals Court Blocks January 6 Committee Access To Trump White House Documents,The Daily Caller, Right,The D.C. Circuit Court of Appeals granted a request from former President Donald Trump to block the January 6 Committee’s access to his White House’s records...
22,5,Taxes- Right,Judge Shuts Down Rittenhouse Prosecutor’s Questioning For Possible ‘Grave Constitutional Violation’,The Daily Caller, Right,Judge Bruce Schroeder shut down the Kyle Rittenhouse prosecutor’s questioning for a possible “grave Constitutional violation” Wednesday after the prosecution...
22,5,Taxes- Right,Attorney General Merrick Garland’s Message To Concerned Parents Is Clear: Shut Up Or Else,The Federalist, Right,"The collusion between Biden’s White House, woke school boards, and the DOJ serves one purpose: to intimidate parents into silence.

What do you call it when..."
23,4,Trade- Lean Right,UK politician David Amess dead after stabbing in possible terrorism case,New York Post (News), Lean Right,A British politician was stabbed to death Friday by a man who stormed into a church where the MP was meeting constituents — with police not ruling out...
23,5,Trade- Right,Bomb attack on Kabul mosque 'kills 10 and injures more than 30': Memorial service for mother of Taliban's chief spokesman 'is targeted by ISIS militants' in Afghanistan capital,Daily Mail, Right,"A bomb which targeted the entrance of a mosque in the Afghan capital of Kabul on Sunday has left a 'number of civilians dead', according to a Taliban..."
23,4,Trade- Lean Right,'Domestic Terrorism' Fears Will Be Used To Justify Increased Snooping and Harassment,Reason, Lean Right,"After the pro-Trump demonstrations and breach of the Capitol on January 6, the Biden administration is promising a new era of FBI snooping, harassment, and..."
23,5,Trade- Right,Is Biden Bringing Terrorists From Afghanistan to America?,CNSNews.com, Right,"Is President Joe Biden bringing terrorists from Afghanistan to the United States?

The answer: Even Biden himself cannot know for sure.

The administration..."
23,5,Trade- Right,FBI releases newly declassified 9/11 document 20 years after attacks,Fox News (Online News), Right,"The FBI released a heavily redacted, 16-page declassified document Saturday night that sheds light on logistical support given to two Saudi..."
24,5,Voting Rights and Voter Fraud- Right,"Travis Scott, Drake sued over Astroworld concert incident",Fox News (Online News), Right,Rappers Travis Scott and Drake have been sued over the incident at the former’s Astroworld Festival on Friday that left eight people dead....
24,4,Voting Rights and Voter Fraud- Lean Right,Twitter lashes out over celebrities at 2021 Emmys going maskless,New York Post (News), Lean Right,"Mask on, mask off.

The 2021 Emmy Awards were full of colorful ensembles, moving speeches and coveted gold statuettes — but no masks in sight...."
24,5,Voting Rights and Voter Fraud- Right,Disney Pressed American Magazine to Delete Star Director’s Quote Criticizing China: Report,National Review, Right,The Disney-owned studio Searchlight pressured the American magazine Filmmaker to remove a quote from its profile of Chinese director Chloé Zhao...
24,5,Voting Rights and Voter Fraud- Right,"Journalist Lied To Get Princess Diana Interview, BBC Covered It Up – Report",One America News Network (OAN), Right,An inquiry into how the BBC got a sensational 1995 interview with Princess Diana in which she disclosed intimate details of her failed marriage found on...
24,4,Voting Rights and Voter Fraud- Lean Right,Gov. Cuomo: Broadway Can Be 100 Percent Capacity in September,Newsmax (News), Lean Right,"New York Gov. Andrew Cuomo said Wednesday that Broadway theaters will be able to reopen at 100% capacity starting Sept. 14, with tickets to go on sale Thursday..."
26,4,SEARCH FOR ANY ISSUE- Lean Right,"Kamala Harris sidelined amid growing tensions with Biden, insiders say",New York Post (News), Lean Right,Vice President Kamala Harris feels increasingly isolated inside the White House as her approval ratings plummet — with...
26,5,SEARCH FOR ANY ISSUE- Right,Psaki Says Inflation Is Being Used As A ‘Political Cudgel’,The Daily Wire, Right,"White House Press Secretary Jen Psaki said that inflation is being utilized as a “political cudgel” and predicted that it will decrease next year.

During a..."
26,5,SEARCH FOR ANY ISSUE- Right,Psaki claims Biden doesn’t spend much time thinking about ‘Let’s Go Brandon’ rallying cry,Fox News (Online News), Right,"White House press secretary Jen Psaki claimed President Biden doesn’t ""spend much time focused"" on the anti-Biden rallying cry ""Let’s Go..."
