topic_id,topic,bias_id,type,title,desc,src,bias,link
1,Bridging Divides,5,Analysis,What’s True Diversity? More Than Meets the Eye,"ANALYSIS
Vivek Ramaswamy calls himself a proud father, a loyal husband, and a grateful son. His parents emigrated to America from India. A Hindu, he made his mark as a successful biotech entrepreneur. Ramaswamy has joined forces with the Philanthropy Roundtable to narrate a compelling video as part of the organization’s True Diversity campaign—pushing back against the left’s narrow and divisive view of diversity and inclusion. Debi Ghate, vice president of strategy and programs at the Philanthropy Roundtable and host of the “Can We Talk About It?” podcast, joins me on “The Daily Signal Podcast” to discuss...",The Daily Signal,Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides5itemnum2.jpg
1,Bridging Divides,4,News,"‘Defund the police’ unpopular in Senate, spending to hire cops wins huge bipartisan support","Sen. Josh Hawley’s proposal to hire 100,000 police officers across the country has received rare bipartisan support in the Senate. The Missouri Republican’s amendment passed by a 95-3 vote Wednesday, signaling a willingness from both parties to expand policing. The measure would send grants to local municipalities to hire more law enforcement officers as the country faces a rise in violent crime and a rash of officers quitting the force. “As you have recognized, putting 100,000 more officers on the beat is vitally important for public safety,” Mr. Hawley wrote...",Washington Times,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum3.jpg
1,Bridging Divides,4,Opinion,How To Be An Anti-Extremist,"OPINION
One either allows wrongthink to persevere, as an extremist, or confronts wrongthink, as an anti-extremist. There is no in-between safe space of “not extremist.” The claim of “not extremist” neutrality is a mask for extremism. That’s a very slight paraphrase of a line from Ibram X. Kendi’s How to be an Antiracist. In Kendi’s telling—his version is about racists and antiracists and racial inequities—it’s the air-tight justification for an “anti-racist constitutional amendment” and a consequent “Department of Antiracism” (I wonder who should be in charge of that?). It is also the...",The American Conservative,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum4.jpg
1,Bridging Divides,4,Analysis,Olympics Remind Us That Sports Build Bridges Where Governments Can't,"ANALYSIS
The United States and Iran met today at the Tokyo Olympics to play basketball. The elephant in the room—decades of geopolitical saber-rattling and proxy violence—was nowhere to be seen. The Americans clapped as the Iranian national anthem played. The Iranians applauded ""The Star-Spangled Banner."" Handshakes and niceties were exchanged before and after the game. It was a match between opponents, not enemies. Historical relations between the U.S. and Iran might make that goodwill seem staggering—but today's game perfectly highlights the difference in how governments interact and how normal people do. The story...",Reason,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum5.jpg
1,Bridging Divides,4,News,"Romney, bipartisan infrastructure group reach agreement on $1 trillion bill. What will it do?","After months of negotiation, a group of 10 senators reached agreement on a bipartisan infrastructure package, and it passed a procedural vote to move forward discussions in the Senate Wednesday night. The proposed framework would be the largest investment in American infrastructure in nearly a century. Sen. Mitt Romney, R-Utah, one of the 10 lawmakers involved in the bipartisan negotiations, praised the bill as “good legislation with good policy,” noting that the bill is evidence that Congress can find compromise on meaningful legislation. “I think it’s also important for...",Deseret News,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum6.jpg
1,Bridging Divides,4,News,Don Lemon blasts man who harassed Tucker Carlson in viral video,"CNN anchor Don Lemon ripped the man who accosted Tucker Carlson in a Montana fly fishing shop, saying he had no right to invade the Fox News host’s “personal space.” The liberal Lemon offered his surprising take during his CNN program “Don Lemon Tonight” Monday evening, when he devoted an entire segment to addressing the weekend encounter, which he said put him in a position “to maybe somehow have to defend Tucker Carlson.” “Let me tell you this: I don’t like it. I don’t like it when people do that...",New York Post (News),Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum7.jpg
1,Bridging Divides,5,Analysis,"More journalists admit and embrace bias, dismissing 'fairness' in new era of media","ANALYSIS
A growing number of prominent journalists have declared once-bedrock press principles like fairness and objectivity to be outdated and unnecessary since the Donald Trump era rocked American politics, and while some observers appreciate the honesty, others feel blending opinion and reporting makes for a ""dangerous time"" in America.  As media members like CNN's Jim Acosta and PBS' Yamiche Alcindor became heroes to the left for their antagonistic approach to the president, who derided them and other reporters as ""fake news,"" more journalists are leaving behind the image of the disinterested, impartial correspondent. ""I do think it...",Fox News (Online News),Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides5itemnum8.jpg
1,Bridging Divides,4,News,Biden reverses position on signing bipartisan infrastructure bill: ‘I fully stand behind it’,"President Joe Biden on Saturday backtracked on previous remarks he made on his intent to sign the nearly $1 trillion infrastructure package and confirmed he will ""fully stand behind it."" ""The bottom line is this: I gave my word to support the Infrastructure Plan, and that’s what I intend to do,"" Biden said in a Saturday statement. ""I intend to pursue the passage of that plan, which Democrats and Republicans agreed to on Thursday, with vigor."" Adding: ""It would be good for the economy, good for our country, good for our people. I fully stand behind it...",Fox Business,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum9.jpg
1,Bridging Divides,4,Opinion,Urban Policy Can Help Bridge Political Divides,"OPINION
Urbanists lament the fact that the average American knows and cares little about the built environment, but this sad reality has a significant upside. Because urban policy is a relatively fringe topic, it presents what is in today’s political climate a rare opportunity: the chance to make converts to conservative principles through rational persuasion. As the left and right solidify into ever more intransigent blocs, thoughtful dialogue has been relegated to internal discussions, while cross-faction exchanges have little hope of changing minds. There are myriad explanations for the trend, but...",The American Conservative,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum10.jpg
1,Bridging Divides,4,News,"Republicans make better friends than Democrats, poll finds","Buddy, pal, chum — what is the state of friendship among the political parties? One particular political persuasion appears to be more tolerant than others when it comes to cultivating simple friendships, and navigating political differences at the same time, according to an unusual new survey by the Survey Center on American Life, a project of the American Enterprise Institute, a public policy think tank. “Importantly, Republicans have more bipartisan friendships than Democrats do. A majority (53%) of Republicans say they have at least some friends who are Democrats. In...",Washington Times,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum11.jpg
1,Bridging Divides,5,News,"Barrett, Gorsuch, Kavanaugh side with liberal Supreme Court justices in computer fraud case","Trump-appointed Supreme Court Justices Brett Kavanaugh, Amy Coney Barrett and Neil Gorsuch sided with liberal Justices Stephen Breyer, Sonia Sotomayor and Elena Kagan Thursday to endorse a narrow approach on how to apply a 1986 law against computer hacking.  The justices overturned the conviction of a police officer, Nathan Van Buren, who was paid to run a license plate search in violation of the police department's policy and, according to the federal government, the Computer Fraud and Abuse Act. But Barrett, writing for the majority, said the officer technically did not access information he...",Fox News (Online News),Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides5itemnum12.jpg
1,Bridging Divides,4,News,Let’s make a deal: Biden meets with GOP to talk ‘compromise’ on $2.3T spend plan,"President Biden on Thursday met with six Senate Republicans to discuss possible compromise on his proposed $2.3 trillion infrastructure bill.
Biden hosted the top Republicans on relevant committees a day after he hosted Senate Minority Leader Mitch McConnell (R-Ky.) and House Minority Leader Kevin McCarthy (R-Calif.) for the first time.
“I’m prepared to compromise,” said Biden, who was joined by Transportation Secretary Pete Buttigieg and Commerce Secretary Gina Raimondo.",New York Post (News),Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum14.jpg
1,Bridging Divides,4,News,"Republicans describe 'productive' meeting with Biden, but no deal on infrastructure","House and Senate leaders in both parties met with President Joe Biden for more than an hour Wednesday for “productive” talks that have not yet yielded a critical deal on infrastructure. Biden told reporters at the start of the meeting he will “try to reach some consensus” on an infrastructure accord, but the two parties remain starkly divided on the size, cost, and offsets for the massive plan put forward by Biden. Senate Minority Leader Mitch McConnell, a Kentucky Republican, described the meeting as productive but said Biden’s plan to...",Washington Examiner,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum15.jpg
1,Bridging Divides,4,News,"Biden wants to govern for red states, White House says, despite lack of visits","President Joe Biden's coming visit to deep-red Louisiana is one of the few trips Biden has made to Republican states since taking office, following several trips to Democratic and swing states. Asked how people should perceive this, the White House suggested Biden's pledge to be a president for everyone still holds. ""It's not about just delivering for people who voted for him or people who have blue check marks next to their name because they're Democrats, and that's part of what this visit shows,"" press secretary Jen Psaki said Wednesday,...",Washington Examiner,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides4itemnum16.jpg
1,Bridging Divides,5,Analysis,Biden Has Bipartisan Support On 3 Major Issues. Why Is He Ignoring Them?,"ANALYSIS
Despite his own calls for bipartisanship and unity, President Joe Biden is using the budget reconciliation process and executive orders to push policies that congressional Republicans do not support — despite the fact that there are some policy regions with genuine room for bipartisan progress.",The Daily Caller,Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides5itemnum17.jpg
2,Campaign Finance,5,News,"Steele dossier key player gave thousands to Hillary, Dems","A key player in the debunked Steele dossier gave thousands of dollars to former Secretary of State Hillary Clinton and other Democrats, according to Federal Elections Commission (FEC) filings reviewed by Fox News. FEC filings reveal that Democrat spin doctor Charles Dolan has given over $60,000 to Democrats, including Clinton – whom Dolan volunteered for on her failed 2016 campaign. Dolan, who has boasted on his now-deleted Twitter profile to have worked on ""every Democrat Presidential Campaign since 1980,"" gave Clinton $5,000 for her 2008 presidential campaign. The public relations executive also donated to climate envoy John...",Fox News (Online News),Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum0.jpg
2,Campaign Finance,5,News,"Walker off to fast start, hauling in $3.7M since launching Senate bid","Republican Senate candidate Herschel Walker has sprinted out of the blocks when it comes to fundraising for his Senate campaign to try and unseat Democratic Sen. Raphael Warnock of Georgia in the 2022 midterm elections. The former professional and college football star running back, who won a Heisman Trophy and helped propel the University of Georgia to a national championship, announced Monday that his campaign pulled in $3.7 million — or about $100,000 per day — from his late August launch through the close of September, which marked the end of the third quarter of fundraising. Walker,...",Fox News (Online News),Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum1.jpg
2,Campaign Finance,4,News,Biden turns on the Democratic Party fundraising machine for 2022,"President Joe Biden's dive into the pool of high-dollar fundraisers this summer comes with an appeal to party unity and the promise of nailing big-ticket Democratic priorities — if donors give. ""The DNC is going to need you because here's the deal: We won in 2020 as a unified party, and we need to stay unified and keep doing the big, consequential things,"" Biden said at a fundraising event in June. At another Democratic National Committee fundraiser on Monday, Biden delivered virtual remarks from the White House focused on rousing...",Washington Examiner,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance4itemnum3.jpg
2,Campaign Finance,5,News,House Republicans Grow Midterm Cash Advantage Over Dems,"The House Republican fundraising arm outraised its Democratic counterpart in May, according to figures shared by the organizations. The National Republican Congressional Committee raised over $14 million last month, its third straight record-breaking month for fundraising, the group says. The Democratic Congressional Campaign Committee in the same month brought in just under $10 million. The May fundraising hauls bring the NRCC's cash on hand to $42.1 million, topping the DCCC's cash reserves by $6 million. Both groups have scored record fundraising numbers this year. The DCCC narrowly outraised the NRCC in April, but a $5...",Washington Free Beacon,Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum6.jpg
2,Campaign Finance,5,News,"Dem Megadonors, Officials Financially Tied to Electric Bus Company Boosted by Biden","Energy secretary Jennifer Granholm is not the only prominent Democrat with financial ties to an electric bus company repeatedly boosted by the Biden administration, documents reviewed by the Washington Free Beacon show. Nicholas and Joby Pritzker—members of Illinois Democratic governor J.B. Pritzker's megadonor family—own nearly 12 million shares of ArcLight through their venture capital fund, Tao Capital. ArcLight in January announced a $1.6 billion merger with Proterra, which will see the electric vehicle manufacturer go public in 2021. Granholm served on Proterra's board for nearly four years and still holds...",Washington Free Beacon,Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum7.jpg
2,Campaign Finance,4,Analysis,The Science Behind the Trump Campaign's Recurring Donations,"ANALYSIS
Earlier this month, the New York Times reported that starting in March 2020, the Trump campaign had tricked many donors into signing up to make repeated donations, even when the donor intended to donate only once.  When supporters made donations through the WinRed website, the default setting—a checked box that the user would have to uncheck to opt out—would sign them up to make recurring donations—once a month or (later in the campaign) once a week, at the same dollar amount. The Times told the story of a donor...",The Dispatch,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum7.jpg
2,Campaign Finance,4,News,Black Lives Matter foundation raised more than $90M in 2020,"The Black Lives Matter Global Network Foundation claims to have raised more than $90 million in 2020, a year filled with protests against racial inequality and police brutality. A report released this week also said that the foundation had $8.4 million in expenses in 2020 and announced plans to share $21.7 million in grants to a variety of leftist activist groups and local BLM chapters. Patrisse Cullors, the executive director of the BLM Global Network Foundation and a self-described Marxist who formed the BLM national organization with Alicia Garza and...",Washington Examiner,Lean Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance4itemnum9.jpg
2,Campaign Finance,5,News,Left-Wing ‘Dark Money’ Networks Hid Millions in the 2020 Elections,"Despite repeated calls for increased campaign finance transparency, President Joe Biden and other Democrats received tens of millions of dollars in assistance from massive ""dark money"" networks during the 2020 election cycle.  The Sixteen Thirty Fund, which houses dozens of liberal groups and projects, pumped $60 million into committees backing Biden and other Democrats. Tides Advocacy, a similar group part of a larger dark money network, spent $1.6 million.  Dark money groups pouring large sums into elections is nothing new. But the 2020 election marks the first time...",Washington Free Beacon,Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum10.jpg
2,Campaign Finance,5,News,Biden Institute Won’t Disclose Donors,"The Biden Institute, a policy research center founded by Joe Biden at the University of Delaware, has no plans to disclose its donors after the president-elect takes office, Politico reported on Monday. Legal experts and watchdog groups said the lack of transparency could create an ethical dilemma for Biden, particularly if he keeps his name on the institute and it continues to fundraise while he’s in the White House. ""They should at the very least disclose their donors, and I think the Biden family should at the very least take...",Washington Free Beacon,Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum11.jpg
2,Campaign Finance,5,News,Gavin Newsom recall effort just got a major boost,"The California governor’s days could be limited thanks to a growing effort to invoke a statewide referendum.  A campaign to recall Gov. Gavin Newsom is picking up steam after individual donors offered tens of thousands of dollars each and they scored $500,000 from an Irvine-based consulting firm.  Prov 3:9 LLC contributed $500,000, and Sequoia Capital's Douglas Leone and his wife Patricia Perkins-Leone contributed roughly $100,000.  Since 1911, Californians have attempted to recall their governor 55 times, but were successful only in 2003 against Gov. Gray Davis, who...",Fox News (Online News),Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum12.jpg
2,Campaign Finance,5,News,Georgia’s Senate Runoffs Have Seen $272 Million In Ad Spending In Just 22 Days,"Campaigns in Georgia’s two Senate runoff races have spent over $272 million advertising since Election Day, according to an AdAge analysis.
Incumbent GOP Sens. David Perdue and Kelly Loeffler have reserved $168.5 million worth of ads up to the Jan. 5 runoff, while their respective Democratic challengers, Jon Ossoff and Rev. Raphael Warnock, have collectively reserved $102.5 million, the analysis shows. The sums do not include outside spending that has flooded the two races, according to the Atlanta Journal-Constitution.",The Daily Caller,Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum14.jpg
2,Campaign Finance,5,News,Hackers Steal Millions Of Dollars Out From Wisconsin Republican Party In Final Days Of Election: Party Chairman,"Hackers have stolen $2.3 million from the Wisconsin Republican Party in the final days of the election as President Donald Trump looks to secure re-election by winning the swing state, according to the party’s chairman. “The alleged hack was discovered less than two weeks before Election Day, as Trump and Democratic rival Joe Biden made their final push to win Wisconsin and its 10 electoral votes,” the Associated Press reported. “Trump won the state by fewer than 23,000 votes in 2016 and was planning his third visit in seven days...",The Daily Wire,Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum15.jpg
2,Campaign Finance,5,News,Coastal donors pouring cash into tight Iowa Senate race,"The race for Iowa’s Senate seat, the second-most expensive contest in U.S. history, is neck-and-neck and the outcome may decide which party wields more power in Washington after Election Day. Heated fights are underway for a number of Senate seats this year, and each one is critical for control of the upper chamber of Congress, which signs off on both cabinet nominations and judgeships. The Iowa seat could mean the difference between a Democratic sweep and Republicans retaining a majority. In Iowa, polls indicate enthusiasm has been building for incumbent...",Fox News (Online News),Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum16.jpg
2,Campaign Finance,5,News,"Biden Campaign Raising Money To Fund Post-Election Challenges, Litigation","Joe Biden’s presidential campaign is well ahead in fundraising but it seems some of that money is going to “pre-fund” legal costs that could be associated with a protracted battle over the results of November’s presidential election. Biden, the Daily Beast notes, has around $435 million on hand — a record amount for a presidential campaign — and is raising around $150 per minute, making the 2020 election one of the costliest in history. At the rate Biden has been bringing in money, the outlet explains, he could stop fundraising...",The Daily Wire,Right,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance5itemnum17.jpg
