topic_id,topic,bias_id,type,title,desc,src,bias,link
0,Abortion,2,News,Mexico’s Supreme Court Votes to Decriminalize Abortion,"Mexico’s Supreme Court on Tuesday ruled that making abortion a crime was unconstitutional, setting a precedent for the legalization of abortion nationwide in a conservative Catholic country of about 120 million people. The unanimous ruling from the nation’s top court follows a growing women’s movement in Mexico that has repeatedly taken to the streets of major cities across the country, demanding greater rights and protections for women. “Today is a historic day for the rights of all Mexican women,” said Supreme Court Chief Justice Arturo Zaldivar after the decision was...",New York Times (News),Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Abortion2itemnum14.jpg
0,Abortion,2,Analysis,"'Just the beginning': After Texas victory, anti-abortion rights activists could extend gains","ANALYSIS
The ripple effect after Texas’ highly restrictive anti-abortion law went into effect was immediate. Within 24 hours, legislators in at least six states — Florida, Arkansas, Indiana, Mississippi, North Dakota and South Dakota — expressed interest in introducing similar legislation. With state legislatures out of session, most of the bills won’t be introduced right away. But abortion rights advocates say the threat to women’s reproductive freedom across the United States has already begun — and extends far beyond abortion. “It’s important to realize that the attacks on abortion are not the endgame for the anti-choice movement,” said Kristin Ford,...",NBC News (Online),Lean Left,n/a
0,Abortion,2,News,TikTok Users and Coders Flood Texas Abortion Site With Fake Tips,"After a Texas law restricting abortion went into effect on Wednesday, the state’s largest anti-abortion group publicized a website that invited citizens to inform on the law’s violators. The website, prolifewhistleblower.com, which was set up by the group Texas Right to Life, was designed to help carry out the new law. That’s because the law places enforcement not in the hands of state officials but with private citizens, who are deputized to sue anyone who performs or aids an abortion in violation of the law. Tips about the law’s potential offenders quickly...",New York Times (News),Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Abortion2itemnum16.jpg
0,Abortion,2,News,Democrats rush to find strategy to counter Texas abortion law,"Joe Biden and top Democrats are scrambling for a strategy to counter Republican restrictions on women’s reproductive rights amid the fallout from a Texas statute that has banned abortions in the state from as early as six weeks into pregnancy – but the options available to the administration are thin. The conservative-dominated supreme court in a night-time ruling refused an emergency request to block the Texas law from taking effect, in a decision that amounted to a crushing defeat for reproductive rights and threatened major ramifications in other states nationwide. Even as...",The Guardian,Lean Left,n/a
0,Abortion,1,Analysis,The Texas Abortion Ban Is Just the Beginning,"ANALYSIS
On Monday and Tuesday, the rain in Tuscaloosa, Alabama, was relentless. But on Wednesday morning, Hurricane Ida retreated for a little while, the sun reappeared with a vengeance, and the humidity stubbornly hung over the Southeast. At the West Alabama Women’s Center, it was business as usual, except for one thing: The protesters who usually clustered behind a series of white poles bordering the clinic’s parking lot had not reappeared. It felt like an ominous sign on a morning when the right to abortion access was once again being decimated....",Mother Jones,Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Abortion1itemnum18.jpg
0,Abortion,2,News,Supreme Court declines to block Texas abortion law,"A sharply and bitterly divided U.S. Supreme Court has declined to block a novel Texas law that opponents say could effectively outlaw abortion in the state. In an order and opinions issued just before midnight Wednesday, the justices revealed that they split 5-4 in refusing the request from abortion rights advocates to put the Texas law — which went into force early Wednesday — on hold while litigation over the measure proceeds. The court's majority said in an unsigned order that procedural issues related to the unusual private enforcement mechanism the law...",Politico,Lean Left,n/a
0,Abortion,1,Opinion,The media’s blatant failure in warning about the threat to Roe v. Wade,"OPINION
As then-President Donald Trump nominated conservative judges to the Supreme Court one after the other, some in media gaslighted their audience about the impending end of Roe v. Wade, the landmark 1973 decision that protects a person’s right to access abortion without excessive government restrictions. Now, as the court’s inaction has allowed a Texas law to come in effect that essentially bans abortion at six weeks and empowers abortion opponents to be “vigilantes,” the media’s actions will stand in history as a flagrant collapse of competent reporting. On September 1, the...",Media Matters,Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Abortion1itemnum20.png
0,Abortion,2,News,Texas abortion providers ask supreme court to halt unprecedented abortion law,"Texas abortion providers are asking the US supreme court to block a near-total abortion ban that allows any individual the right to sue an abortion provider who violates the extreme law, a final effort to stop the unprecedented measure from taking effect on Wednesday. Signed into law by the Republican governor, Greg Abbott, in May, Senate bill 8 bars abortion once embryonic cardiac activity is detected – typically around six weeks – and offers no exceptions for rape or incest. The appeal to the nation’s high court comes after the largely conservative fifth circuit...",The Guardian,Lean Left,n/a
0,Abortion,1,Analysis,Roe v. Wade Is Now in the Hands of the Three Trump Justices,"ANALYSIS
One of the most interesting fissures that has opened up within the conservative legal movement in recent years has been between mainstream conservative lawyers and the growing performance artist faction of the lawyers for the Trump base. Soon, the conservative justices themselves will have to pick which side of the battle they are on: With the filing last week of a brief that explicitly asks the Supreme Court to overturn Roe v. Wade, the state of Mississippi is forcing the court’s three newest Trump-appointed justices to choose between institutional stability and...",Slate,Left,n/a
1,Bridging Divides,2,Fact Check,Fact-checking Biden’s claim that raising debt limit is usually bipartisan,"FACT CHECK
Facing the prospect of the federal government running out of money to pay its bills in weeks, President Joe Biden said Senate Republicans are ""reckless"" and ""hypocritical"" by refusing to join Democrats in voting to raise the debt limit. ""Raising the debt limit is usually a bipartisan undertaking, and it should be,"" Biden said Oct. 4.  Biden pointed the finger at Republicans, saying that they incurred debt during the Trump administration, and the Democrats helped them out at the time. ""Republicans in Congress raised the debt three times when Donald Trump was...",PolitiFact,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum1.jpg
1,Bridging Divides,2,News,"There’s a Bipartisan Voting Rights Bill. Yes, Really.","A bipartisan elections bill is the rarest of creatures, one many Americans have never seen in the wild. Congressional Democrats are united behind sweeping voting rights legislation that won’t pass the Senate so long as the filibuster exists, because Republicans are united against it. Republican legislators in Texas, Georgia, Florida and elsewhere have passed numerous voting restrictions over united Democratic opposition. But on one sliver of voting issues, it seems lawmakers might — might! — be able to agree. The Native American Voting Rights Act, or NAVRA, was introduced in the House last month...",New York Times (News),Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum2.jpg
1,Bridging Divides,2,News,Americans Stretch Across Political Divides to Welcome Afghan Refugees,"PHOENIX — The hundreds of parishioners at Desert Springs Bible Church, a sprawling megachurch in the northern suburbs of Phoenix, are divided over mask mandates, the presidential election and what to do about migrants on the border. But they are unified on one issue: the need for the United States to take in thousands of Afghan evacuees, and they are passing the plate to make it happen. “Even the most right-leaning isolationists within our sphere recognize the level of responsibility that America has to people who sacrificed for the nation’s...",New York Times (News),Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum3.jpg
1,Bridging Divides,2,News,An Iowa town goes to battle for Afghan immigrant,"At first glance, Iowa Falls might be an uncomfortable place for a devout Muslim. Pork, forbidden in Islam, is big business here, and there isn't a mosque for miles. And yet, for Zalmay Niazy – an Afghan who goes simply by ""Zee"" – Iowa Falls has been the answer to his prayers. ""Iowa Falls is home,"" he told correspondent Lee Cowan. Niazy came to the U.S. after serving as an interpreter for both American and Allied forces in eastern Afghanistan. Every mission made him a target of the Taliban.  ...",CBS News (Online),Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum4.jpg
1,Bridging Divides,2,Analysis,How a Coalition of Business and Labor Groups Helped Save the Infrastructure Bill,"ANALYSIS
As Democrats and Republicans in Congress squabbled over blowing past the deadline on an infrastructure agreement, the business and labor communities were getting tired of the partisan fighting. Their leaders, who span both sides of the aisle and who had poured tens of millions of dollars into lobbying on this issue, just wanted a resolution, convinced that an investment of over $500 billion in new spending to improve the country’s broadband, transit systems and drinking water will be crucial to rebuilding a post-pandemic economy. “Our messages have not wavered in...",Time Magazine,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum5.jpg
1,Bridging Divides,1,Opinion,America's partisan fireworks will be hard for anyone to put out,"OPINION
While July Fourth is the holiday that most directly celebrates Americans' common heritage, this year it comes as their extreme divides underscore how difficult it has become for any president to set a unified direction for the country. From vaccination rates to voting rights, from immigration policy to racial equity, blue and red states are hurtling in antithetical directions at staggering speed, even amid President Joe Biden's persistent calls for greater national unity and his attempts to foster more bipartisan agreement in Washington. Across all of these issues, and more, Republican-controlled states are pursuing...",CNN (Opinion),Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides1itemnum6.jpg
1,Bridging Divides,2,Opinion,Democracies Don’t Try to Make Everyone Agree,"OPINION
Back in the 1980s, comparative-literature majors at my university had to take a required course in literary theory. This course—Lit 130, if memory serves—offered prospective scholars a series of frames and theories that could be applied to the reading of books. This was the heyday of deconstructionism—essentially a form of highly pretentious close reading, imported from France—and so we read quite a few texts looking for things that interested deconstructionists. But we also read Freudians, Marxists, feminists, and others.",The Atlantic,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum7.jpg
1,Bridging Divides,1,Opinion,"Bipartisanship Lives, and Biden Takes a Bow","OPINION
During a lifetime in politics, Joe Biden has delivered countless eulogies, many of them for Republican colleagues in the Senate. Over the years, he has eloquently laid to rest John McCain, of Arizona; William Roth, of Delaware; Arlen Specter, of Pennsylvania; and even, controversially, the former segregationist Strom Thurmond, of South Carolina. He has delivered so many eulogies that the Times studied nearly sixty of them during the 2020 campaign, in search of insights into how Biden might lead the nation. On Wednesday, he took the Presidential motorcade up to Washington National Cathedral to bid...",The New Yorker,Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides1itemnum8.jpg
1,Bridging Divides,2,Analysis,"Analysis: Biden rebuts doubts, wins bet on bipartisanship","ANALYSIS
Day after day, as the partisan battle lines hardened on Capitol Hill over President Joe Biden’s domestic agenda, his calls for bipartisanship seemed increasingly out of step. Senate Majority Leader Mitch McConnell said his goal was to focus “100%” on stopping Biden’s agenda. Progressive Democrats, meanwhile, pushed Biden to use the brute force power of a majority, even the most slender one, to pass legislation without any GOP support. But on Thursday, it was Biden, the Washington careerist schooled in the ways of compromise, standing in front of the White...",Associated Press Politics & Fact Check,Lean Left,n/a
1,Bridging Divides,2,News,"""We have a deal"": Biden announces bipartisan compromise on infrastructure","President Joe Biden threw his support behind an infrastructure proposal negotiated by a bipartisan group of senators, boosting momentum for the deal even as congressional leadership also presses forward with a larger bill addressing the more ambitious aspects of the president's agenda.
""We have a deal,"" Mr. Biden told reporters outside the White House after a meeting with the 11 senators of both parties who had negotiated the package. ""We made serious compromises on both ends.""",CBS News (Online),Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum10.jpg
1,Bridging Divides,2,News,Congress' most successful bipartisan gang lives in the House — not the Senate,"A few dozen House members helped bring bipartisan talks back from the dead on a massive spending bill passed six months ago. Now they want to do it again — in President Joe Biden's Washington. The bipartisan 58-member coalition known as the Problem Solvers Caucus took something of a half-court buzzer shot this week by releasing its own version of an infrastructure deal, determined to keep talks alive between the president and Senate Republicans at least a bit longer before Democrats bound toward their own party-line bill. By Thursday afternoon,...",Politico,Lean Left,n/a
1,Bridging Divides,2,News,#ListenFirst: New virtual event kicks off annual National Week of Conversation,"Editors Note: AllSides is hosting and powering this event in partnered with a coalition of bridging organizations and media companies. It will be our third AllSides Talks event. In an effort to foster productive dialogue, USA TODAY is partnering with the #ListenFirst Coalition for a two-day event creating one-on-one virtual discussions among thousands of Americans with different points of view. Participants 18 and older will be matched with a conversation partner for conversations over June 12 and 13. The #ListenFirst Coalition includes more than 300 organizations across the country. The...",USA TODAY,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum12.jpg
1,Bridging Divides,2,Opinion,‘They Learn to Parrot What They Know They’re Supposed to Say’,"OPINION
Erin McLaughlin, an educator in Pennsylvania, believes that, in school and in life, people should study what others think and why. But in her estimation, many educational institutions that purport to value diversity and inclusion fail to treat viewpoint diversity—which she defines as “the recognition that nobody’s worldview is complete, and that no one marker of identity actually defines the way we see the world around us”—as a vital part of civic education. Her mission: to persuade educational institutions to put viewpoint diversity at the center of their cultures and...",The Atlantic,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum13.png
1,Bridging Divides,2,News,Biden to confront limits of bipartisanship in first meeting with Congress’ ‘Big Four’,"The White House has billed President Biden’s first formal meeting Wednesday with Congress’ “Big Four” leaders, two from each party, as an opportunity to talk about where Democrats and Republicans can find “common ground” on the country’s most pressing issues. The early signs aren’t good. Last week, Senate Minority Leader Mitch McConnell of Kentucky said he was “100%” focused on stopping Biden’s agenda. And just hours before the White House meeting, House Minority Leader Kevin McCarthy of Bakersfield will lead his caucus’ expulsion of Wyoming’s Rep. Liz Cheney from its...",Los Angeles Times,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum14.jpg
1,Bridging Divides,2,Analysis,Democrats and Republicans need a translator when speaking infrastructure,"ANALYSIS
Democrats and Republicans in Washington often do not speak the same language anymore. Just as there are “red” and “blue” states, there are “red” and “blue” versions of infrastructure proposals. Democrats have an expansive view of infrastructure, including such things as home-care services, that Republicans deride as not “real” infrastructure, such as roads and bridges. Meanwhile, Democrats want to add spending on top of existing appropriations, while Republicans include existing spending in their numbers, which make their budget proposals look bigger.",Washington Post,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides2itemnum15.png
1,Bridging Divides,1,Analysis,GOP Lawmakers Release Surprisingly Great COVID-19 Vaccine Ad,"ANALYSIS
Republican members of Congress who also happen to be medical professionals released a video on Tuesday encouraging people to get COVID-19 vaccinations ― an important public health message meant to counter vaccine hesitancy among their constituents. The video, organized by the 18-member GOP “Doctors’ Caucus,” stresses the safety of COVID-19 vaccines and the U.S. government’s “rigorous and transparent” process of overseeing their development. “The FDA did not skip any steps,” Rep. Andy Harris (R-Md.), an anesthesiologist and caucus co-chair, assures about COVID-19 vaccines in the ad.  “The only way...",HuffPost,Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Bridging Divides1itemnum16.png
2,Campaign Finance,1,News,GOP Rep. Jeff Fortenberry indicted,"Republican Rep. Jeff Fortenberry of Nebraska has been indicted, according to the US Attorney's Office for the Central District of California.
The office's verified Twitter account posted on Tuesday afternoon, ""Federal grand jury indictment charges U.S. Rep. Jeff Fortenberry with one count of scheming to falsify and conceal material facts and two counts of making false statements to federal investigators looking into illegal contributions to his 2016 campaign. Full announcement coming.""",CNN (Online News),Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance1itemnum0.jpg
2,Campaign Finance,2,News,"Top Republicans rub shoulders with extremists in secretive rightwing group, leak reveals","Wealthy entrepreneurs and media moguls also named on membership list for influential Council for National Policy A leaked document has revealed the membership list of the secretive Council for National Policy (CNP), showing how it provides opportunities for elite Republicans, wealthy entrepreneurs, media proprietors and pillars of the US conservative movement to rub shoulders with anti-abortion and anti-Islamic extremists. The Southern Poverty Law Center (SPLC), which monitors rightwing hate groups, describes the CNP as “a shadowy and intensely secretive group [which] has operated behind the scenes” in its efforts to “build the conservative...",The Guardian,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance2itemnum1.jpg
2,Campaign Finance,2,News,Trump raised millions but spent none of it on audits and GOP candidates,"Six months since leaving office, former President Donald Trump is sitting on a $102 million war chest. But having whipped his supporters into a frenzy with pledges to overturn the election and promises to support Republican candidates in the midterms, he is not spending his campaign money on either. A review of election filings from Make America Great Again PAC, Save America PAC, and the Save America Joint Fundraising Committee show that not a single penny was transferred or contributed from those Trump-affiliated entities to GOP candidates or committees involved...",Politico,Lean Left,n/a
2,Campaign Finance,2,News,Critical race theory battle invades school boards — with help from conservative groups,"A booby-trapped billboard. A list of demands. A conservative media frenzy. Jeff Porter, superintendent of a wealthy suburban school district in Maine, had no idea that his community was about to become part of a national battle when in the summer of 2020 a father began accusing the district of trying to “indoctrinate” his children by teaching critical race theory. To Porter, the issue was straightforward: The district had denounced white supremacy in the wake of George Floyd’s murder by police, but did not teach critical race theory, the academic study of...",NBC News (Online),Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance2itemnum3.jpg
2,Campaign Finance,1,News,FBI Investigating Postmaster General Louis DeJoy Over Political Fundraising,"The FBI is investigating controversial Postmaster General Louis DeJoy over campaign contributions connected to his former business, his spokesperson confirmed to The Washington Post on Thursday. 
The Post was the first to report on the probe and spoke to people familiar with the matter, who said FBI agents had recently interviewed current and former employees of DeJoy and his former business, New Breed Logistics.",HuffPost,Left,n/a
2,Campaign Finance,2,Analysis,Trump Spawned a New Group of Mega-Donors Who Now Hold Sway Over the GOP’s Future,"ANALYSIS
Wesley Barnett was just as surprised as anyone to learn from news reports that the Jan. 6 Trump rally that turned into a violent assault on the U.S. Capitol was funded by Julia Jenkins Fancelli, an heiress to the fortune of the popular Publix supermarket chain. But Barnett had extra cause for being startled: Fancelli is his aunt. Barnett said he was at a loss to explain how his aunt — who isn’t on social media, lives part time in Italy and keeps a low profile in their central Florida...",ProPublica,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance2itemnum5.jpg
2,Campaign Finance,2,News,'A nicer version of Trump': GOP donors flock to DeSantis,"One evening in February, Ron DeSantis quietly slipped into the luxurious Charleston Place Hotel in South Carolina. Over dinner, the Florida governor addressed an audience of deep-pocketed donors convened by the influential Bradley Foundation, an organization that funnels cash to right-leaning nonprofit groups. DeSantis, whose attendance has not been previously reported, held forth for nearly an hour, detailing the anti-lockdown approach to the coronavirus pandemic that’s turned him into a conservative hero and propelled him to the upper echelon of potential 2024 GOP hopefuls. Art Pope, a longtime conservative benefactor...",Politico,Lean Left,n/a
2,Campaign Finance,1,Analysis,Trump Campaign Used Tricks to Get Donors to Give More Money Than They Intended,"ANALYSIS
Supporters of former President Donald Trump sometimes dug deep into their finances to answer their candidate’s call for financial assistance in the run-up to the presidential election. What many of them found though is that they were unwittingly signed up to give recurring donations that sometimes depleted bank accounts. And the people who fell prey to these schemes weren’t just people who weren’t tech savvy, even veteran political operatives found that they were tricked into giving more than they wanted, reveals the New York Times in an investigation into the...",Slate,Left,n/a
2,Campaign Finance,2,News,Trumpworld’s next target: Building a dark-money machine,"Liberals spent years building a massive dark-money machine. Now conservatives are trying to match them. Major donors are convening at former President Donald Trump’s Mar-a-Lago resort next month for a two-day gathering to talk about what went wrong in 2020 — and to build a big-dollar network to take back power. The summit is being sponsored by the Conservative Partnership Institute, an organization led by Trump White House chief of staff Mark Meadows and former Sen. Jim DeMint (R-S.C.). Trump is slated to headline the opening-night dinner, and the agenda...",Politico,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance2itemnum8.jpg
2,Campaign Finance,1,News,Democrats Now Dominate Dark Money Spending. They Still Want To End It.,"Democrats are pushing a sweeping package of voting rights, campaign finance and ethics reforms as their top legislative priority in 2021. One of the pieces of the bill is a section requiring independent political groups that currently don’t have to disclose their donors ― whose donations are known as “dark money” ― to finally do so.  This provision, previously known as the DISCLOSE Act, has been a major part of Democrats’ campaign finance reform agenda for years. But one major thing has changed since 2010, when Republicans dominated dark...",HuffPost,Left,n/a
2,Campaign Finance,2,News,Black Lives Matter Foundation Fundraised $90 Million in 2020 As It Expanded Its Reach,"The Black Lives Matter Global Network Foundation, the organization named for the social justice movement, raised more than $90 million in 2020 and gave roughly a quarter of that to local Black Lives Matter chapters and affiliated organizations, according to its impact report. The document says the group's fundraising broke records with average donations amounting to $30.64 with more than 10 percent recurring. Much of BLM's growth comes from the attention paid in 2020 to police violence against Black people as the heavy focus was placed on the deaths of...",BET,Lean Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance2itemnum10.jpg
2,Campaign Finance,1,Analysis,Oil Industry Reconsiders Donations to Elections Deniers--But Has Its Own Big Lie,"ANALYSIS
A parade of oil and gas companies nobly announced this week that they will review their political donations in the wake of last week’s riot in Washington, D.C. — an attempt to distance themselves from the spectacle of election fraud conspiracists and white supremacists attacking the Capitol building and temporarily halting the election certification process. Marathon Petroleum, Occidental Petroleum, and the employee political action committees for ConocoPhillips and BP temporarily froze their contributions. Exxon Mobil and Chevron are reviewing their donations. Even energy industry association spokespersons for the American Petroleum...",The Intercept,Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance1itemnum11.png
2,Campaign Finance,1,News,Arizona GOP Chair Urged Violence at the Capitol. The Mercers Spent $1.5 Million Supporting Her.,"THE STORMING OF the U.S. Capitol on January 6 has brought to the fore a host of activists on the extreme right whose violent rhetoric helped to create the conditions for an assault that left five dead. One of the most prominent of those activists is Arizona Republican Party Chair Kelli Ward. On December 19, Ward fired off a tweet urging President Donald Trump to “cross the Rubicon,” referring to the historical event that led to Julius Caesar declaring a dictatorship in ancient Rome. The tweet was shared by former...",The Intercept,Left,/Users/greysonnewton/Desktop/txt-spch/youtube/youtube_ai/nlp/data/allsides_training_data/images/Campaign Finance1itemnum12.jpg
